product_name,description,manufacturer
Weise Toys MB-trac 1100 (W441) (1987 - 1991) Tractor with Crop-Tyres,"Product Description The aim of Weise brand is to offer our customer selected collector's items in high-quality execution. Keeping in close contact with the collector's whose passion has continued and grown, as they add to their collection and pursue their hobby. We meet this enthusiasm with the same passion and follow our intention making distinctive miniatures. The model construction uses contemporary manufacturing standards, at the same time all selected details in the equipment should add to the character of these distinctive miniatures. It is natural that collector's wishes will follow very personal interests and we will realize only parts of all we are informed by our customers. Technical conditions of the zinc die-casting procedure set limits, so that detailed solutions must be found for the model may be opposed to the original model. The concrete decision for a future model project depends of course on a row of other, practical needs which we have to follow. We will collect all model proposals, and there remains our job to check whether and to what extent we can allow to flow in this onto our strategically planning with. We would like to say many thanks for the numerous tips which we have received during the last years and we will be happy with all feedback in the future. Because we are always interested in the opinion of the farm-model collector Box Contains 1x MB-trac 1100 (W441) (1987 - 1991) Tractor with Crop-Tires",Weise-Toys
Plush Soft Toy Yorkshire Terrier by Hansa. 36cm. 5909,Ref: 5909 Desc: Yorkshire Terrier 36cm,Hansa
MCDONALDS TOYS MAGIC ROUNDABOUT ERMINTRUDE THE COW 11CM BEANIE PLUSH TOY 2001,A soft toy of Ermintrude the Cow from the Magic Roundabout - McDonalds promotion,McDonald's
Official Nintendo Mario Plush Series Stuffed Toy - 5" Bullet Bill,"This superior quality Super Mario plush toy (Pukupuku in Japanese) is an official, licensed product made by San-ei and imported from Japan. San-ei Super Mario plush toys are high-quality, well-made, and safe products.",Sanei
PUG DOG TOY 30CM- Keel Toys- Plush cuddly soft toy,"A lovely, soft cuddly toy pug dog. Measures approximately 30cm. Meets European safety standards EN71 BS5665. Soft toy carries the CE label so it safe for children.",Soft Toys
WWF Salamander Lizard plush stuffed soft animal toy 18cm,"WWF Salamander Lizard soft plush toy. Approx. 18cm ( not including tail ). A beautifully crafted, cuddly Salamander plush stuffed animal toy which we're sure children of all ages ( and adults too! ) will simply adore. This cuddly green lizard soft toy is suitable for ages 3+ and conforms to EN 71 part 1,2,3. No PVC or other chlororganics or harmful dyes are used in the manufacture of this product. All products conform to standard fire safety regulations. By purchasing this product you are helping to support WWF with its valuable conservation work for animals, their habitats and the wider environment. High quality, environmentally and socially responsible products which can be used as effective tools to educate people about the challenges of conservation, climate change, human footprint and biodiversity loss. We are proud to support WWF-UK. ( WWF is a registered trademark ). And if you love reptiles, then don't forget to take a look at the larger Iguana too!",WWF
30cm Bullseye Dog - Soft Toy - Keel Toys - Bull Terrier,a bullseye/bull terrier fluffy dog mainly white in coulor messureing approx 30cm robust and made well fully comforms to european safty standard en71,Keel Toys
"Tatty Teddy & My Blue Nose Friends Blubber the Walrus soft toy, sits 4"" tall.","Product Description My Blue Nose Friends are cute, cuddly and completely irresistible. Start collecting now!Blubber the Walrus is Number 56 in the My Blue Nose Friends collection. He's the noisy walrus who's incredibly thick-skinnedÖ be kind to him and he won't give you the cold shoulder.My Blue Nose Friends are best friends with each otherÖ and with Tatty Teddy, the adorable Me to You teddy bear. All the characters have blue noses and cute patches, and they can't wait to play!There are over 100 My Blue Nose Friends in the collection, and each has its own unique number and personality. With so many My Blue Nose Friends to choose from, a world of fun and adventure awaits Tatty Teddy and his adorable Friends. Why not join in the fun today! Box Contains 1 x 4INCH MBNF WALRUS",My Blue Nose Friends
GIANTmicrobes Original Heart Cell Educational Soft Toy Funny Gift,"How does your heart beat? Cardiomyocytes are heart cells that individually and independently beat. A single cell beats when a complex series of 'gates' called ion channels open and close in an organized manner. As long as the beating cells do not touch one another, their beats are independent, some are faster and some are slower. After 2 to 3 days, the cardiomyocytes form interconnected sheets of cells called monolayers that beat in unison. If the cells of an adult do not beat in unison, heart arrhythmias can occur and electronic pacemakers are inserted so the heart beats in rhythm. Get your loved ones heart pounding with our new Heart Cell plush doll that includes a heartbeat sound chip inside! Your heart keeps you alive, body and soul. Learn what makes it tick.",Heart Cell
Plush Soft Toy Life-like Fox Cub by Hansa 19cm 2826,Ref: 2826 Desc: Fox Cub 19cm,Hansa
Official Nintendo Super Mario Plush Series Stuffed Toy - 7" Wendy O. Koopa,"This Super Mario plush toy is an official, licensed product made by San-ei and imported from Japan. San-ei Super Mario plush toys are high-quality, well-made, and safe products.",Three British trade
Disney Minnie Mouse Plush Toy - 17'' [Toy],Measures approx 43cm,Disney
Captain America Super Hero Squad Soft Plush Toy 30cm,Captain America is smiling at you whilst wearing his famous blue and red costume.,Marvel
Pokemon Pikachu Monster 7" Plush Doll toy Leafeon leafia,Pokemon Pikachu Monster 7" Plush brand new,Pokemon pikachu
Cozy Plush Monkey Heatable Soft Toy,"Product Description With the rise in commodities and heating costs in the UK, the warmer summer months are an opportunity for us to turn the heating off until October to save some money. However, with the great British summer unreliable at the best of times, the prospect of chilly evenings at home without the heating on can leave us with dampened spirits and cold extremities. However, never fear, because there is a cost effective solution to keeping warm on a chilly summer evening without the need to crank up the radiators ñ and itís microwavable, warming products that are guaranteed to put a smile on our face. Whilst Cozy Plushô will obviously appeal to youngsters, it can also be a useful purchase for mums, dads and grandparents who might be in need of a quick burst of warmth to soothe aches and pains, or to de-stress after a long day. Feet, backs and necks can feel relaxed and rejuvenated once Cozy Plushô has spread its warmth and comfort. Simply warm in a microwave for up to 2 minutes (depending on microwave category and style of product please refer to instructions included) to release soothing heat and the relaxing aroma of Lavender. The ultimate in relaxation. Only Suitable for ages 3+ due to risk of burns. Box Contains 1 x Cozy Plush Soft Toy",Cozy Plush(TM)
Official Nintendo Super Mario Plush Series Stuffed Toy - 9" Nabbit,"This Super Mario plush toy is an official, licensed product made by San-ei and imported from Japan. San-ei Super Mario plush toys are high-quality, well-made, and safe products.",Toy Zany
12" OFFICIAL TALKING TED MOVIE TEDDY BEAR WITH SOUND PLUSH CUDDLY SOFT TOY KIDS (TED HELP),"Colour Name:TED HELP Product Measurements:- 30 x 20 cm 11.8 x 7.9 Inch Additional Info:- This hilarious Ted Talking Plush Toy will keep you entertained for a countless amount of time. Speaks Different Phrases. You'll love this 12 inch tall Ted plush, he says phrases from the Movie. With 6 phrases from the movie",BARGAINS-GALORE
Moshi Monsters Talking Plush Katsuma Soft Toy,"Product Description Your favourite Moshi Monster really talks! Squeeze the tummy of Katsuma to hear her laugh, talk or giggle. Katsuma looks confident and tough on the outside, but is soft and friendly once you get to know her. Your soft and cuddly friend comes with an Adoption Certificate and a secret code that unlocks a special in-game item. Measures 23cm tall. Suitable for ages 4 and up. Requires 3x LR44 batteries, included. Ages 4 years and over. Manufacturer's Description Your favourite Moshi Monster really talks! Squeeze the tummy of Katsuma to hear her laugh, talk or giggle. Katsuma looks confident and tough on the outside, but is soft and friendly once you get to know her. Your soft and cuddly friend comes with an Adoption Certificate and a secret code that unlocks a special in-game item. Measures 23cm tall. Suitable for ages 4 and up. Requires 3x LR44 batteries, included. Ages 4 years and over. See all Product Description",Moshi Monsters
